2001 Community Profiles

"Geo_Code","Prov_Name","CD_Name","CSD_Name","CSD_Type","Topic","Characteristic","Note","Total","Male","Female","Flag"
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Immigration Characteristics","   Canadian-born population","23","1115","590","525","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Immigration Characteristics","   Foreign-born population","24","35","25","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Immigration Characteristics","      Immigrated before 1991","","30","20","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Immigration Characteristics","      Immigrated between 1991 and 2001","25","10","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Immigration Characteristics","   Non-permanent residents","26","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Aboriginal Population","Total - All persons","","1150","615","530","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Aboriginal Population","   Aboriginal identity population","27","795","410","380","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Aboriginal Population","   Non-Aboriginal population","","355","205","150","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","Total population by visible minority groups","","1150","615","535","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","   Visible minority population","31","15","10","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Chinese","","0","10","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      South Asian","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Black","","10","0","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Filipino","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Latin American","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Southeast Asian","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Arab","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      West Asian","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Korean","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Japanese","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Visible minority, n.i.e","28","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","      Multiple visible minorities","29","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Visible Minority Status","   All others","30","1135","610","525","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","Total - Religion","","1145","615","530","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Catholic","57","650","350","300","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Protestant","","230","125","105","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Christian Orthodox","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Christian, n.i.e.","58","15","10","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Muslim","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Jewish","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Buddhist","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Hindu","","10","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Sikh","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Eastern religions","59","0","10","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   Other religions","60","25","10","20","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Religion","   No religious affiliation","61","215","120","95","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","School Attendance","Total population 15 years and over attending school full time","","110","60","50","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","School Attendance","   Age group 15-19 attending full time","50","65","30","30","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","School Attendance","   Age group 20-24 attending full time","","35","25","15","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","School Attendance","Total population 15 years and over attending school part time","","20","0","15","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","School Attendance","   Age group 15-19 attending part time","50","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","School Attendance","   Age group 20-24 attending part time","","10","0","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","Total population aged 20-34","","250","130","120","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 20-34 with less than a high school graduation certificate","","30","30.8","29.2","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary","46","30","30.8","29.2","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 20-34 with a trades certificate or diploma","","18","23.1","12.5","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 20-34 with a college certificate or diploma","47","10","7.7","12.5","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 20-34 with a university certificate, diploma or degree","","12","11.5","16.7","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","Total population aged 35-44","","200","95","95","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 35-44 with less than a high school graduation certificate","","25","26.3","26.3","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary","46","20","15.8","26.3","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 35-44 with a trades certificate or diploma","","32.5","36.8","26.3","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 35-44 with a college certificate or diploma","47","12.5","21.1","10.5","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 35-44 with a university certificate, diploma or degree","","10","10.5","10.5","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","Total population aged 45-64","","245","140","110","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 45-64 with less than a high school graduation certificate","","32.7","32.1","31.8","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary","46","14.3","14.3","13.6","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 45-64 with a trades certificate or diploma","","24.5","32.1","13.6","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 45-64 with a college certificate or diploma","47","10.2","7.1","9.1","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Highest Level of Schooling","   % of the population aged 45-64 with a university certificate, diploma or degree","","18.4","14.3","22.7","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Earnings in 2000"," All persons with earnings (counts)","48","705","390","315","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Earnings in 2000"," Average earnings (all persons with earnings ($))","","31387","33258","29057","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Earnings in 2000"," Worked full year, full time (counts)","49","360","200","165","R",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Earnings in 2000"," Average earnings (worked full year, full time ($))","","46976","49152","44316","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Income in 2000","Persons 15 years of age and over with income","53","810","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Income in 2000","Median total income of persons 15 years of age and over ($)","54","25024","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Income in 2000","Composition of total income (100%)","62","100","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Income in 2000","   Earnings - % of income","","87.7","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Income in 2000","   Government transfers - % of income","","10","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Income in 2000","   Other money - % of income","","2","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Language Used Most Often at Work","Total - Population 15 years and over who worked since 2000","44","700","385","315","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Language Used Most Often at Work","   English","","680","375","300","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Language Used Most Often at Work","   French","","10","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Language Used Most Often at Work","   Non-official language","","10","10","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Language Used Most Often at Work","   English and French","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Language Used Most Often at Work","   English and non-official language","","10","0","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Language Used Most Often at Work","   French and non-official language","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Language Used Most Often at Work","   English, French and non-official language","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Place of Work Status","Employed labour force 15 years and over","32","580","310","265","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Place of Work Status","   Worked at home","","35","20","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Place of Work Status","   Worked outside Canada","","0","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Place of Work Status","   No fixed workplace address","","50","40","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Place of Work Status","   Worked at usual place","","495","245","245","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Mode of Transportation to Work","Total -All modes","33","545","295","250","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Mode of Transportation to Work","   Car, truck, van, as driver","","220","145","75","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Mode of Transportation to Work","   Car, truck, van, as passenger","","50","25","30","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Mode of Transportation to Work","   Public transit","","0","0","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Mode of Transportation to Work","   Walked or bicycled","","260","115","145","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Mode of Transportation to Work","   Other method","","10","10","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Unpaid Work"," Persons reporting hours of unpaid work","34","775","410","365","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Unpaid Work"," Persons reporting hours of unpaid housework","35","755","400","360","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Unpaid Work"," Persons reporting hours looking after children, without pay","36","390","185","205","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Unpaid Work"," Persons reporting hours of unpaid care or assistance to seniors","37","130","75","60","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Labour Force Indicators"," Participation rate","38","78.7","81.3","76.6","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Labour Force Indicators"," Employment rate","39","68.6","69.2","68.8","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Labour Force Indicators"," Unemployment rate","40","12.8","13.5","10.2","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Industry","Total - Experienced labour force","41","650","360","285","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Industry","   Agriculture and other resource-based industries","","50","45","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Industry","   Manufacturing and construction industries","","80","65","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Industry","   Wholesale and retail trade","","60","40","25","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Industry","   Finance and real estate","","20","10","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Industry","   Health and education","","130","25","110","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Industry","   Business services","","80","60","20","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Industry","   Other services","","235","125","110","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","Total - Experienced labour force","41","645","360","290","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Management occupations","","75","50","25","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Business, finance and administration occupations","","100","15","80","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Natural and applied sciences and related occupations","","50","45","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Health occupations","","25","0","25","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Social science, education, government service and religion","","85","20","65","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Art, culture, recreation and sport","","20","10","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Sales and service occupations","","145","65","75","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Trades, transport and equipment operators and related occupations","","115","105","10","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Occupations unique to primary industry","","35","35","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Occupation","   Occupations unique to processing, manufacturing and utilities","","10","0","0","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","Total number of families","","290","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Number of married-couple families","","130","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Average number of persons in married-couple families","","3.5","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Number of common-law couple families","11","105","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Average number of persons in common-law-couple families","11","3.2","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Number of lone-parent families","12","50","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Average number of persons in lone-parent families","12","3.1","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Number of female lone-parent families","12","40","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Average number of persons in female lone-parent families","12","2.8","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Number of male lone-parent families","12","15","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Average number of persons in male lone-parent families","12","3","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","Median family income, 2000 ($) - All census families","51","61056","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Median family income, 2000 ($) - Couple families","52","71424","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Family Characteristics","   Median family income, 2000 ($) - Lone-parent families","","38272","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","Total - All private households","","405","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","   Households containing a couple (married or common-law) with children","13","145","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","   Households containing a couple (married or common-law) without children","14","80","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","   One-person households","","105","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","   Other household types","15","75","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","Median household income, 2000 ($) - All households","","52096","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","   Median household income, 2000 ($) - One-person households","","28384","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","   Median household income, 2000 ($) - Two-or-more-persons households","","61568","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","Number of rented dwellings","55","180","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","   Average gross monthly payments for rented dwellings ($)","","592","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","Number of owner-occupied dwellings","56","210","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Household Characteristics","   Average monthly payments for owner-occupied dwellings ($)","","654","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Occupied Private Dwelling Characteristics","Total number of dwellings","16","405","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Occupied Private Dwelling Characteristics","   Number of owned dwellings","17","215","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Occupied Private Dwelling Characteristics","   Number of rented dwellings","18","180","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed before 1991","","315","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed between 1991 and 2001","","95","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Selected Occupied Private Dwelling Characteristics","   Average value of dwelling ($)","","110909","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Health Status","Self-rated health, 2005","62","","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Health Status","   Low 95% confidence interval","","","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Health Status","   High 95% confidence interval","","","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Health Status","Adult obesity, 2005","63","","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Health Status","   Low 95% confidence interval","","","","","",
"6106038","Northwest Territories","FORT SMITH REGION","FORT SIMPSON","Village","Health Status","   High 95% confidence interval","","","","","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Population and Dwelling Counts","Population in 2001","1","165","","","E",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Population and Dwelling Counts"," Population in 1996","2","167","","","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Population and Dwelling Counts"," 1996 to 2001 population change (%)","","-1.2","","","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Population and Dwelling Counts"," Total private dwellings","","55","","","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Population and Dwelling Counts"," Population density per square kilometre","","3","","","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Population and Dwelling Counts"," Land area (square km)","","55.83","","","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","Total - All persons","3","165","95","75","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 0-4","","15","10","10","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 5-14","","35","20","10","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 15-19","","10","10","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 20-24","","5","5","5","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 25-44","","45","25","20","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 45-54","","20","10","10","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 55-64","","15","10","5","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 65-74","","10","0","5","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 75-84","","5","5","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population","   Age 85 and over","","5","5","5","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population"," Median age of the population","","31.7","32.5","30.8","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Age Characteristics of the Population"," % of the population ages 15 and over","","72.7","72.2","66.7","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Common-law Status","Total - Population 15 years and over","4","115","65","50","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Common-law Status","   Not in a common-law relationship","","85","50","35","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Common-law Status","   In a common-law relationship","","35","15","15","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Legal Marital Status","Total - Population 15 years and over","5","120","70","50","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Legal Marital Status","   Single","6","80","50","30","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Legal Marital Status","   Married","7","30","15","15","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Legal Marital Status","   Separated","8","0","0","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Legal Marital Status","   Divorced","9","5","0","5","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Legal Marital Status","   Widowed","10","5","0","5","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Language(s) First Learned and Still Understood","Total - All persons","19","165","90","75","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Language(s) First Learned and Still Understood","   English only","","100","55","40","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Language(s) First Learned and Still Understood","   French only","","0","0","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Language(s) First Learned and Still Understood","   Both English and French","","0","0","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Language(s) First Learned and Still Understood","   Other languages","20","65","40","30","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Mobility Status - Place of Residence 1 Year Ago","Total population 1 year and over","21","160","90","75","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Mobility Status - Place of Residence 1 Year Ago","   Lived at the same address 1 year ago","","130","75","55","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Mobility Status - Place of Residence 1 Year Ago","   Lived within the same province/territory 1 year ago, but changed address","","30","15","20","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Mobility Status - Place of Residence 1 Year Ago","   Lived in a different province/territory or country 1 year ago","","10","0","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Mobility Status - Place of Residence 5 Years Ago","Total population 5 years and over","22","150","85","65","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Mobility Status - Place of Residence 5 Years Ago","   Lived at the same address 5 years ago","","105","65","40","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Mobility Status - Place of Residence 5 Years Ago","   Lived within the same province/territory 5 years ago, but changed address","","40","15","20","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Mobility Status - Place of Residence 5 Years Ago","   Lived in a different province/territory or country 5 years ago","","0","10","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Immigration Characteristics","Total - All persons","","165","90","75","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Immigration Characteristics","   Canadian-born population","23","165","90","70","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Immigration Characteristics","   Foreign-born population","24","0","0","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Immigration Characteristics","      Immigrated before 1991","","0","0","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Immigration Characteristics","      Immigrated between 1991 and 2001","25","0","0","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Immigration Characteristics","   Non-permanent residents","26","0","0","0","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Aboriginal Population","Total - All persons","","165","90","75","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Aboriginal Population","   Aboriginal identity population","27","150","80","70","",
"6106044","Northwest Territories","FORT SMITH REGION","WRIGLEY","Settlement","Aboriginal Population","   Non-Aboriginal population","","15","10","10","",
